Sequence number,Code,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Flight identification,Main Exemption code,Type of aircraft,Operator,Aircraft Registration,Comment1,Flight date,IFPLID,Planned_aerodrome,Charging_zone_overflow,Entry_point,Exit_point,Sup_exemption_code,Source of the Aircraft Address,24-bit Aircraft Address,Comment2,case7,case8,case9,case10,case13,case15,case16,case18,ccrArrival,front_alg_fr,premier_plot_fr,modes_fr,Type_Avion_Survol
12167,F,1523,LFLB,ELLX,NJE767L  ,Z,CL35   ,Z  ,CSCHF    ,,240321,AA57092224,,,,,,,490D06,,NJE767L,IN ,CL35/M,SBDE2E3FGHIJ1J3J4J5RWXYZ/HB1D1 ,LFLB1520 ,N0457F260 VENAT/N0470F280 T330 GILIR DCT PENDU DCT IXILU DCT EPL G21 GIVOR ,ELLX0043 EDFH ,"CODE/490D06 DAT/1FANSP2PDC DOF/240321 EET/LSAS0011 LFFF0014 EBUR0040 IFP/MODESASP OPR/NJE ORGN/LPPTNJEW PER/C REG/CSCHF RMK/SATCOM 16026610214 OPS 00351214469090 ELLX PPR 61355 SEL/GJAH)
",LYON,False,1522.0,490D06,CL35
12169,F,930,LFPB,LFLC,NJE7EA   ,Z,C56X   ,Z  ,CSDXZ    ,,240321,AA57088254,,,,,,,49131A,,NJE7EA,IN ,C56X/M,SDFGHRUWXYZ/HB1 ,LFPB0900 ,N0418F230 LATRA DCT LAMUT/N0402F190 A3 ATRID ,LFLC0034 LFLL ,"CODE/49131A DAT/CPDLCX DOF/240321 EET/LFMM0025 IFP/MODESASP OPR/NJE ORGN/LPPTNJEW PER/B REG/CSDXZ RMK/SATCOM 881641456930 SEL/LQER)
",CDG,False,1113.0,49131A,C56X
12170,F,1646,LFLC,LFPB,NJE7EA   ,Z,C56X   ,Z  ,CSDXZ    ,,240321,AA57103555,,,,,,,49131A,,NJE7EA,IN ,C56X/M,SDFGHRUWXYZ/HB1 ,LFLC1615 ,N0377F140 MOU ,LFPB0050 EBBR ,"CODE/49131A DAT/CPDLCX DOF/240321 EET/LFFF0009 IFP/MODESASP OPR/NJE ORGN/LPPTNJEW PER/B REG/CSDXZ RMK/SATCOM 881641456930 LFPB HANDLER JETEX SEL/LQER)
",LYON,False,1456.0,49131A,C56X
12171,F,1638,LFPB,LFMT,NJE7QZ   ,Z,E55P   ,Z  ,CSPHH    ,,240321,AA57098028,,,,,,,494108,,NJE7QZ,IN ,E55P/M,SBFGJ1RUWXY/HB1 ,LFPB1630 ,N0431F270 ERIXU DCT ETAMO DCT ADEKA DCT MOKDI/N0406F230 DCT MEN ,LFMT0053 LFML ,"CODE/494108 DOF/240321 IFP/MODESASP OPR/NJE ORGN/LPPTNJEW PER/B REG/CSPHH RMK/SATCOM 881623494403)
",CDG,False,1638.0,494108,E55P
12173,F,1636,LFQQ,LFRD,NJE7ZT   ,Z,C56X   ,Z  ,CSDXU    ,,240321,AA57099381,,,,,,,491315,,NJE7ZT,IN ,C56X/M,SDFGHRUWXYZ/HB1 ,LFQQ1615 ,N0387F160 ABB R50 CAN R111 UPALO DCT ,LFRD0043 LFRS LFRN ,"CODE/491315 DAT/CPDLCX DOF/240321 EET/LFRR0027 OPR/NJE ORGN/LPPTNJEW PER/B REG/CSDXU RMK/SATCOM 881641460688 SEL/HJKP)
",LILE,False,1332.0,491315,C56X
12177,F,1452,LFMN,EGWU,NJE845A  ,Z,GLEX   ,Z  ,CSGLG    ,,240321,AA57097882,,,,,,,491D87,,NJE845A,IN ,GLEX/M,SDE2E3FGHIJ1J3J4J5M1M3RWXYZ/LB1D1 ,LFMN1400 ,N0471F400 BADOD UZ12 BULOL UM733 IDAVO DCT BAGBI DCT SIZZA UM733 KOPOR UM976 ABNUR UT10 ALESO ,EGWU0127 EGGW ,"CODE/491D87 DAT/1FANSP2PDC DOF/240321 EET/EGTT0111 NAV/RNP2 OPR/NJE ORGN/LPPTNJEW PER/C REG/CSGLG RMK/SATCOM 16025602732 ASLLFMND000021523 EGWU 1630 NHT 208059 SEL/DSBP SUR/260B)
",NICE,False,1420.0,491D87,GLEX
12179,F,724,LFPB,LIRA,NJE850E  ,Z,E55P   ,Z  ,CSPHN    ,,240321,AA57075685,,,,,,,49410E,,NJE850E,IN ,E55P/M,SBFGJ1RUWXY/HB1 ,LFPB0730 ,N0431F390 LANVI DCT BEGAR DCT ELMUR DCT RESIA DCT IDREK DCT LUMAV DCT PIDEP DCT DIPVO DCT NIKMA DCT GITOD ,LIRA0133 LIPY ,"CODE/49410E DOF/240321 EET/EDUU0033 LSAS0036 LIMM0050 LSAS0050 LIMM0051 LIRR0115 OPR/NJE ORGN/LPPTNJEW PER/B REG/CSPHN RMK/SATCOM 881651404475)
",CDG,False,1049.0,49410E,E55P
12180,F,1243,LFMN,LFLB,NJE872M  ,Z,CL35   ,Z  ,CSCHF    ,,240321,AA57092035,,,,,,,490D06,,NJE872M,IN ,CL35/M,SBDE2E3FGHIJ1J3J4J5RWXYZ/HB1D1 ,LFMN1200 ,N0408F180 PERUS A3 RETNO Z42 PINED ,LFLB0038 LFLL ,"CODE/490D06 DAT/1FANSP2PDC DOF/240321 IFP/MODESASP OPR/NJE ORGN/LPPTNJEW PER/C REG/CSCHF RMK/SATCOM 16026610214 OPS 00351214469090 ASLLFMND000021505 SEL/GJAH)
",NICE,False,1216.0,490D06,CL35
12182,F,1118,LFPB,LGPA,NJE927Q  ,Z,CL35   ,Z  ,CSCHA    ,,240321,AA57086030,,,,,,,490D01,,NJE927Q,YN ,CL35/M,SBDE2E3FGHIJ1J3J4J5RWXYZ/HB1D1 ,LFPB1035 ,N0463F390 BUBLI UG42 LUVAL/N0466F410 DCT BEGAR DCT ELMUR DCT RESIA DCT LABIN DCT LASDU DCT KOFER DCT PINDO UM603 TSL UL617 SKP UM749 ROPOX/N0448F170 UN132 KEA L52 RAPOS VFR DCT ,LGPA0250 LGAV LGMK ,"CODE/490D01 DAT/1FANSP2PDC DOF/240321 EET/EDUU0036 LSAS0039 LIMM0052 LDZO0111 LYBA0146 LAAA0151 LGGG0203 OPR/NJE ORGN/LPPTNJEW PER/C REG/CSCHA RMK/SATCOM 16026095731 OPS 0035121446909
",CDG,False,1118.0,490D01,CL35
12183,F,726,LFSB,LEPA,NJE945P  ,Z,C68A   ,Z  ,CSLTU    ,,240321,AA57082288,,,,,,,493295,,NJE945P,IN ,C68A/M,SBDE2E3FGHJ1M3RWXY/LB2 ,LFSB0725 ,N0445F330 MOROK T14 GILIR DCT TUROM DCT MILPA DCT ONNOF UN852 VATIR DCT PIVUS DCT BODEQ DCT VERSO DCT LUNIK ,LEPA0125 LEBL ,"CODE/493295 DOF/240321 EET/LSAS0005 LFFF0006 LECB0055 OPR/NJE ORGN/LPPTNJEW PER/B REG/CSLTU RMK/SATCOM 881652438888 SEL/DGLR)
",BALE,False,855.0,493295,C68A
12188,F,1007,LFSB,ESMS,NJE9VR   ,Z,F2TH   ,Z  ,CSDLK    ,,240321,AA57096278,,,,,,,49118B,,NJE9VR,IN ,F2TH/M,SDE2E3FGHIRWXYZ/HB1 ,LFSB1000 ,N0458F430 ELBEG Y715 HEUSE N851 TEDGO/N0460F410 DCT HAREM DCT LOHRE DCT BERXO DCT MAKEL N851 GESKA P605 KOSMO L983 DETUS ,ESMS0131 EKCH ,"CODE/49118B DAT/CPDLCX DOF/240321 EET/EDUU0004 EDVV0043 EDUU0103 EDVV0111 EKDK0112 ESAA0121 OPR/NJE ORGN/LPPTNJEW PER/C REG/CSDLK RMK/AGCS EQUIPPED SATCOM 881641482110 OPS 00351214469090 SEL/ALJS)
",BALE,False,1019.0,49118B,F2TH
12197,F,1115,LFPG,ENGM,NOZ1495  ,Z,B738   ,Z  ,LNNIN    ,,240321,AA57084062,,,,,,,479227,,NOZ1495,IS ,B738/M,SDE2E3GHIJ1LRWXY/LB1 ,LFPG1045 ,N0447F360 NURMO UN874 VEKIN UN873 ADUTO N873 VICOT DCT GODOS P1 ROKAN/N0445F370 M604 LARGA DCT INBOB DCT KARLI DCT ROPNO T400 ADOPI ,ENGM0209 ,"CODE/479227 DAT/V DOF/240321 EET/EBUR0018 EHAA0026 EGTT0045 EGPX0103 EKDK0110 ENOR0123 NAV/RNP2 OPR/NOZ ORGN/EDDFNAXX PER/C REG/LNNIN RMK/CONTACT: +47 214 93 070 TCAS RVR/175 SEL/CKQR SUR/A2)
",CDG,False,1114.0,479227,B738
12206,F,957,LFMN,ENGM,NOZ5VD   ,Z,B738   ,Z  ,LNNIK    ,,240321,AA57083112,,,,,,,4792DB,,NOZ5VD,IS ,B738/M,SDE2E3GHIJ1LRWXY/LB1 ,LFMN0955 ,N0437F360 IRMAR DCT KINES/N0442F380 DCT VANAS DCT MOBLO DCT UBIMA DCT GILIR DCT PENDU DCT ECSAC DCT SOSAD DCT OBOKA/N0443F390 DCT TUSKA N873 MIKRO DCT EPILO P601 OSGAM DCT NERDO T600 PIPEX DCT ULMUG DCT RIPAM ,ENGM0254 ,"CODE/4792DB DAT/V DOF/240321 EET/LFFF0008 LIMM0017 LFFF0019 LSAS0030 LFFF0033 EDUU0056 EDVV0110 EKDK0152 ENOR0221 NAV/RNP2 OPR/NOZ ORGN/EDDFNAXX PER/C REG/LNNIK RMK/CONTACT
",NICE,False,958.0,4792DB,B738
12228,F,1325,LFPG,ESSA,NSZ4312  ,Z,B738   ,Z  ,SERRF    ,,240321,AA57087835,,,,,,,4ACA46,,NSZ4312,IS ,B738/M,SADE3GHIJ1LRWXY/LB1 ,LFPG1310 ,N0444F370 NURMO UN874 VEKIN UN873 ADUTO DCT VICOT DCT LUGUM/N0442F390 DCT ASVAN DCT MIKNA N851 PELUP Z226 NILUG ,ESSA0218 ESGG ,"CODE/4ACA46 DAT/V DOF/240321 EET/EBUR0018 EHAA0025 EDVV0052 EKDK0111 ESAA0130 NAV/RNP2 OPR/NSZ ORGN/EDDFNAXX PER/C REG/SERRF RMK/CONTACT: +47 214 93 070 TCAS RVR/175 SEL/BCGP SUR/A2)
",CDG,False,1324.0,4ACA46,B738
12250,F,1807,LFSB,EDDS,NUM201   ,Z,GL5T   ,Z  ,HBJOR    ,,240321,AA57087306,,,,,,,      ,,NUM201,IN ,GL5T/M,SBDE1E2E3FGHIJ3J5P2RWXYZ/LB1D1 ,LFSB1500 ,N0284F130 ELBEG Y715 ARSUT T125 REUTL REUTL5A ,EDDS0027 EDSB ,"CODE/4B1941 DAT/1FANSP2PDC DOF/240321 EET/EDGG0003 NAV/SBAS RNVD1E2A1 OPR/NUM ORGN/LSZBNUMX REG/HBJOR RMK/AGCS EQUIPPED TCAS EQUIPPED PHONE 0041 58 800 0810 ASLEDDS0103247906 RVR/300 SEL/GKHP SUR/260BRSP180)
",BALE,,nan,nan,
12252,F,1108,LFBZ,LEBA,NUM801   ,Z,FA7X   ,Z  ,HBIAA    ,,240321,AA57098734,,,,,,,4B1520,,NUM801,YG ,FA7X/M,SBCDE2E3FGHIJ1J3J4J5M1RWXYZ/LB1D1 ,LFBZ1045 ,N0483F390 SSN M190 BLV/N0483F410 L14 NEA N864 DISKO/N0292F190 N864 MONTO VFR DCT ,LEBA0111 LEZL ,"CODE/43EA1F DAT/CPDLCX DOF/240321 EET/LECM0004 NAV/RNVD1E2A1 OPR/NUM PER/C REG/HBIAA RMK/TCAS EQUIPPED PHONE 0041 58 800 0810 RVR/300 SEL/DMCP)
",PYRN,False,915.0,4B1520,FA7X
12253,F,303,FYWH,EDDF,OCN133C  ,Z,A332   ,Z  ,DAXGB    ,,240321,AA57074939,,,,,,,      ,,OCN133C,IS ,A332/H,SDE2E3FGHIJ3J4J5LM1OP2RWXYZ/LB1D1 ,FYWH1840 ,N0473F360 DCT VEDRY UT943 UNLOK/N0472F370 UT943 IMVEX/N0472F380 UT943 KSA DCT BZ UA403 BT/N0468F400 UA403 FL UA607 DIR UB730 IKTAV/N0466F400 UB730 DJA UA605 TARAT/N0460F400 UA605 CIRTA/N0448F400 DCT ERETI DCT OMARD DCT NOSTA DCT NOPMU DCT ABESI DCT LADOL T163 EMPAX EMPAX5B ,EDDF1005 EDDL ,"CODE/3C15BE DAT/CPDLCX 1FANSP DOF/240320 EET/FNAN0043 FZZA0207 FCCC0219 FTTT0351 DRRR054
",ALGR,True,257.0,3C15BE,A332
12254,F,237,FYWH,EDDF,OCN139   ,Z,A333   ,Z  ,DAFYQ    ,,240321,AA57073757,,,,,,,      ,,OCN139,IS ,A333/H,SDE2E3FGHIJ3J4J5LM1OP2RWXYZ/LB1D1 ,FYWH1750 ,N0473F360 DCT VEDRY UT943 UNLOK/N0473F370 UT943 IMVEX/N0471F380 UT943 KSA DCT BZ UA403 UMOSA/N0466F400 UA403 FL UA607 DIR UB730 IKTAV/N0465F400 UB730 DJA UA605 TARAT/N0460F400 UA605 CIRTA/N0449F400 DCT ERETI DCT OMARD DCT NOSTA DCT NOPMU DCT ABESI DCT LADOL T163 EMPAX EMPAX5B ,EDDF1005 EDDL ,"CODE/3C5B31 DAT/CPDLCX 1FANSP DOF/240320 EET/FNAN0043 FZZA0207 FCCC0219 FTTT0351 DRRR0
",ALGR,True,222.0,3C5B31,A333
12273,F,630,LFMN,LSZR,OEELF    ,Z,PC12   ,Z  ,OEELF    ,,240321,AA57027697,,,,,,,440DA3,,OEELF,IG ,PC12/L,SDFGJ1RWXYZ/SB2U2 ,LFMN0630 ,N0272F280 BASIP Y15 ABN/N0276F280 Y15 ANAKI DCT ABESI N851 ELMUR/N0283F280 N851 ROLSA/N0277F280 ,LSZR0113 EDNY ,"CODE/440DA3 COM/CPDLC DOF/240321 IFP/MODESASP OPR/THEOPHIL SERVICES GMBH CO KG ORGN/KSTPXAAP REG/OEELF RMK/CREW CONTACT +436767777695 ASLLFMND000021745 FILED VIA AUTOROUTER.AERO)
",NICE,False,648.0,440DA3,
12278,F,1724,LFSB,GMMX,OEINK    ,Z,CL60   ,Z  ,OEINK    ,,240321,AA57072273,,,,,,,440550,,OEINK,IN ,CL60/M,SBCDE3FGHIJ1J7M3RWXY/H ,LFSB1630 ,N0463F330 OLBEN Z50 ROTOS Z669 ULMES DCT NINTU UN869 REPSI DCT LERGA DCT MINSO/N0452F410 DCT NARAK DCT AGN DCT MAQAB DCT TIVLI N869 GALTO UN869 SLK/N0465F390 UN869 MABAP ,GMMX0250 GMMZ ,"CODE/440550 DOF/240321 EET/LSAS0001 LFFF0015 LECM0057 GMMM0202 OPR/TRANSAIR ORGN/KCGSXAAO RALT/LFSB GMMX LFBO LEMG REG/OEINK RMK/PREP BY SIN MAR S510424 PHONE 004366480870105 RVR/550 SEL/FHBD)
",BALE,False,1534.0,440550,CL60
12280,F,1808,LFPB,LOWW,OKCTP    ,Z,PC12   ,Z  ,OKCTP    ,,240321,AA57106867,,,,,,,49D1E2,,OKCTP,IG ,PC12/L,SBDFGRY/SB1 ,LFPB1800 ,N0259F210 BUBLI UG42 LUVAL/N0260F200 DCT EPL/N0257F210 DCT BEGAR DCT TRA DCT GAMSA N871 MADEB/N0260F170 N871 GAPTO T23 BERAS/N0266F190 T23 BIRGI DCT NEMAL NEMAL2W ,LOWW0230 LZIB ,"CODE/49D1E2 DOF/240321 EET/EDGG0051 LSAS0058 EDMM0117 EDMM0124 EDMM0127 EDMM0143 LHCC0221 IFP/MODESASP OPR/CTP INVEST SPOL SRO ORGN/KDCAXAAM PER/A REG/OKCTP RMK/ASLLOWWAAOJ011100 DSP SSD PHONE 004315054747500 NONRNP10 RVR/5
",CDG,False,1807.0,49D1E2,PC12
12285,F,15,LFPG,OMMS,OMA132   ,Z,B789   ,Z  ,         ,,240321,         ,,,,,,,      ,,nan,nan,nan,nan,nan,nan,nan,nan,REIM,False,16.0,70C0EF,B789
12286,F,2023,LFPG,OOMS,OMA132   ,Z,B788   ,Z  ,A4OSB    ,,240321,AA57103997,,,,,,,70C0CE,,OMA132,IS ,B788/H,SDE1E3FGHIJ1J2J3J4J5LM1ORWY/LB1 ,LFPG2005 ,N0476F390 OKASI DCT OKEKO DCT MOU DCT MADIV DCT MOKIP DCT TUFTA DCT GVA DCT ORSUD DCT BIBAN DCT LABIN DCT MITNO DCT TORTO DCT RAMAP DCT NISVA Q29 BGS/N0490F410 Q29 ARTAT UP975 ERGUN UL124 BONAM/N0485F410 L319 DASDO L223 KIS/N0444F330 L223 LOVEM/N0446F330 L223 TARDI N629 MUSUK T511 MCT DCT ,OOMS0632 OMDB ,"DOF/240321 EET/LSAS0036 LFFF0038 LSAS0042 LIMM0044 LDZO0116 LQSB0132 LYBA01
",CDG,False,2023.0,70C0CE,B788
12288,F,922,LFPB,EDWE,OMOYS    ,Z,C510   ,Z  ,OMOYS    ,,240321,AA57086371,,,,,,,505D00,,OMOYS,IN ,C510/L,SDFGIRWXYZ/SB1 ,LFPB0900 ,N0337F300 NURMO UN874 VEKIN UN873 ADUTO/N0339F310 DCT VICOT/N0339F300 N873 SPY/N0341F310 N873 GRONY M105 KUCMI DCT ,EDWE0132 EDDW EHGG ,"DAT/CPDLCX DOF/240321 EET/EBBU0031 EHAA0041 EDWW0119 OPR/ATF AVIATION ORGN/EKBICPUF PER/B REG/OMOYS RMK/OCC +48224624011 RVR/550)
",CDG,False,922.0,505D00,C510
12292,F,1335,LFTZ,LEPA,OOGEE    ,Z,PC12   ,Z  ,OOGEE    ,,240321,AA57073251,,,,,,,449CA5,,OOGEE,IG ,PC12/L,SDFGRWXYZ/S ,LFTZ1330 ,N0262F220 TURIL/N0263F230 DCT PADKO UY38 VATIR N852 VERSO L129 LUNIK ,LEPA0137 LEMH ,"DAT/CPDLCX DOF/240321 EET/LECB0051 OPR/PVT ORGN/EKBICPUF REG/OOGEE RMK/IFPSRA +31204056601 LEPA AVIAVIP HNDL RVR/550 TALT/LFMN)
",NICE,False,1056.0,449CA5,PC12
12294,F,901,LFMQ,LFTZ,OOLXA    ,Z,C25C   ,Z  ,OOLXA    ,,240321,AA57074566,,,,,,,44B301,,OOLXA,IG ,C25C/M,SBDGRWXYZ/LB1 ,LFMQ0900 ,N0271A050 BIRGO ,LFTZ0008 LFMQ LFMN ,"DAT/CPDLCX DOF/240321 IFP/MODESASP ORGN/EKODFFLX PER/B REG/OOLXA RMK/ACAS II TRAINING FLIGHT PIC TEL 32 498 67 09 85)
",MARS,False,1035.0,44B301,C25C
12295,F,1057,LFTZ,LFMQ,OOLXA    ,Z,C25C   ,Z  ,OOLXA    ,,240321,AA57074589,,,,,,,44B301,,OOLXA,IN ,C25C/M,SBDGRWXYZ/LB1 ,LFTZ1010 ,N0276F060 LANKO ,LFMQ0023 LFML LFMN ,"DAT/CPDLCX DOF/240321 IFP/MODESASP ORGN/EKODFFLX PER/B REG/OOLXA RMK/ACAS II TRAINING FLIGHT PIC TEL 32 498 67 09 85)
",NICE,False,1035.0,44B301,C25C
12296,F,1007,LFAT,EBAW,OOPJM    ,Z,P46T   ,Z  ,         ,,240321,AA57097074,,,,,,,44C14D,,OOPJM,IG ,P46T/L,SBDFGRY/SB1 ,LFAT0950 ,N0220F130 DCT ABB R50 CMB Z373 ARVOL ,EBAW0042 ,"DOF/240321 ORGN/KBLIHAEX SUR/CODE44C14D)
",LILE,False,1000.0,44C14D,
12297,F,858,LFPB,LFRM,OOSDV    ,Z,B350   ,Z  ,OOSDV    ,,240321,AA57070094,,,,,,,44CC96,,OOSDV,IG ,B350/L,SBDFGRWYZ/L ,LFPB0830 ,N0293F140 LGL/N0293F150 J55 TUNAX DCT ,LFRM0031 LFRN LFOV ,"DAT/CPDLCX DOF/240321 IFP/MODESASP OPR/SAVENCIA FD BENELUX ORGN/PARIXXH REG/OOSDV RMK/LFPB FBO SIGNATURE APRON F2 RVR/550)
",CDG,False,858.0,44CC96,B350
12298,F,1018,LFRM,LFOZ,OOSDV    ,Z,B350   ,Z  ,OOSDV    ,,240321,AA57070106,,,,,,,44CC96,,OOSDV,IG ,B350/L,SBDFGRWYZ/L ,LFRM0945 ,N0286F110 DCT LUMAN/N0288F120 H34 KOVAK/N0286F110 H20 DOMOD A3 MOTAL DCT ,LFOZ0027 LFOT LFPB ,"DAT/CPDLCX DOF/240321 IFP/MODESASP OPR/SAVENCIA FD BENELUX ORGN/PARIXXH REG/OOSDV RMK/IFPSRA RVR/550)
",NANT,False,858.0,44CC96,B350
12299,F,1120,LFOZ,LFPB,OOSDV    ,Z,B350   ,Z  ,OOSDV    ,,240321,AA57070113,,,,,,,44CC96,,OOSDV,IG ,B350/L,SBDFGRWYZ/L ,LFOZ1045 ,N0282F090 DCT MOTAL/N0279F080 A3 DOMOD H20 KOVAK ,LFPB0041 LFPN LFQQ ,"DAT/CPDLCX DOF/240321 IFP/MODESASP OPR/SAVENCIA FD BENELUX ORGN/PARIXXH REG/OOSDV RMK/LFPB FBO SIGNATURE APRON F2 RVR/550)
",SEIN,False,858.0,44CC96,B350
12300,F,937,LFLY,LFBD,OYO1     ,Z,P180   ,Z  ,FHXPG    ,,240321,AA57094339,,,,,,,39DDE6,,OYO1,IX ,P180/L,SBDFGLRWYZ/S ,LFLY0900 ,N0384F280 BELEP UP860 TIS DCT VALKU/N0386F270 DCT PECNO DCT LMG ,LFBD0054 LFBP ,"COM/CALLSIGN ROGUE DAT/CPDLCX DOF/240321 EET/LFBB0021 IFP/MODESASP OPR/OYO ORGN/EKBICPUF REG/FHXPG RMK/IFPSRA STS/MEDEVAC SUR/EUADSBX)
",LYON,False,1023.0,39DDE6,P180
12301,F,1024,LFBD,LFMN,OYO1     ,Z,P180   ,Z  ,FHXPG    ,,240321,AA57094491,,,,,,,39DDE6,,OYO1,IX ,P180/L,SBDFGLRWYZ/S ,LFBD1020 ,N0342F190 SAU G39 AFRIC G393 FJR Y25 MTG G701 LACAZ Q302 ABLAK ,LFMN0108 LFTH ,"COM/CALLSIGN ROGUE DAT/CPDLCX DOF/240321 EET/LFMM0031 IFP/MODESASP OPR/OYO ORGN/EKBICPUF REG/FHXPG RMK/IFPSRA STS/MEDEVAC SUR/EUADSBX)
",MERI,False,1023.0,39DDE6,P180
12302,F,1630,LFMN,LFBD,OYO1     ,Z,P180   ,Z  ,FHXPG    ,,240321,AA57094568,,,,,,,39DDE6,,OYO1,IX ,P180/L,SBDFGLRWYZ/S ,LFMN1540 ,N0382F300 TURIL/N0383F290 DCT PADKO/N0382F300 UL127 FJR DCT FISTO DCT MIRBA ,LFBD0115 LFBE ,"COM/CALLSIGN ROGUE DAT/CPDLCX DOF/240321 EET/LFBB0044 IFP/MODESASP OPR/OYO ORGN/EKBICPUF REG/FHXPG RMK/IFPSRA STS/MEDEVAC SUR/EUADSBX)
",NICE,False,1845.0,39DDE6,P180
12303,F,1712,LFMN,LFBD,OYO1     ,Z,P180   ,Z  ,         ,,240321,AA57094568,,,,,,,39DDE6,,nan,nan,nan,nan,nan,nan,nan,nan,BORD,False,1845.0,39DDE6,P180
12304,F,1833,LFBD,LFLY,OYO1     ,Z,P180   ,Z  ,FHXPG    ,,240321,AA57094697,,,,,,,39DDE6,,OYO1,IX ,P180/L,SBDFGLRWYZ/S ,LFBD1720 ,N0382F270 SAU/N0379F260 DCT UVELI DCT LMG DCT BEBIX DCT VALKU DCT LABAL ,LFLY0101 LFLL ,"COM/CALLSIGN ROGUE DAT/CPDLCX DOF/240321 EET/LFMM0040 IFP/MODESASP OPR/OYO ORGN/EKBICPUF REG/FHXPG RMK/IFPSRA STS/MEDEVAC SUR/EUADSBX)
",MERI,False,1845.0,39DDE6,P180
12305,F,1914,LFBD,LFLY,OYO1     ,Z,P180   ,Z  ,         ,,240321,AA57094697,,,,,,,39DDE6,,nan,nan,nan,nan,nan,nan,nan,nan,BORD,False,1845.0,39DDE6,P180
12306,F,648,LFLY,LFRS,OYO10    ,Z,C510   ,Z  ,FHICM    ,,240321,AA57090800,,,,,,,39A04C,,OYO10,IX ,C510/L,SDFGRWYZ/SB1 ,LFLY0615 ,N0341F280 BELEP UP860 TIS DCT VALKU/N0347F270 DCT PECNO DCT LMG/N0349F280 DCT MANAK ,LFRS0113 LFRN ,"COM/CALLSIGN ROGUE DAT/CPDLCX DOF/240321 EET/LFBB0025 LFRR0101 IFP/MODESASP NAV/SBAS OPR/OYO ORGN/EKBICPUF REG/FHICM RMK/IFPSRA STS/MEDEVAC)
",LYON,False,816.0,39A04C,C510
12307,F,814,LFRS,LFST,OYO10    ,Z,C510   ,Z  ,FHICM    ,,240321,AA57090876,,,,,,,39A04C,,OYO10,IX ,C510/L,SDFGRWYZ/SB1 ,LFRS0755 ,N0338F260 ANG UL976 TABOV/N0342F270 UN491 LUVAL DCT EPL ,LFST0118 LFSB ,"COM/CALLSIGN ROGUE DAT/CPDLCX DOF/240321 EET/LFFF0020 LFEE0103 IFP/MODESASP NAV/SBAS OPR/OYO ORGN/EKBICPUF REG/FHICM RMK/IFPSRA STS/MEDEVAC)
",NANT,False,816.0,39A04C,C510
12308,F,1427,LFST,LFRS,OYO10    ,Z,C510   ,Z  ,FHICM    ,,240321,AA57090952,,,,,,,39A04C,,OYO10,IX ,C510/L,SDFGRWYZ/SB1 ,LFST1155 ,N0341F270 POGOL/N0342F280 R11 EPL/N0341F270 DCT LUVAL/N0343F280 UM164 TRO UM729 RESMI UN491 DITAL/N0341F270 UN872 DIDAK/N0342F280 A5 VALAX ,LFRS0123 LFRN LFRH ,"COM/CALLSIGN ROGUE DAT/CPDLCX DOF/240321 EET/LFFF0020 LFRR0102 IFP/MODESASP NAV/SBAS OPR/OYO ORGN/EKBICPUF REG/FHICM RMK/IFPSRA STS/MEDEVAC)
",STBG,False,1602.0,39A04C,C510
12309,F,1601,LFRS,LFLY,OYO10    ,Z,C510   ,Z  ,FHICM    ,,240321,AA57090984,,,,,,,39A04C,,OYO10,IX ,C510/L,SDFGRWYZ/SB1 ,LFRS1400 ,N0323F190 LUGEN/N0320F180 G54 ABSIE/N0324F190 R66 RISUN V18 ENESO J924 ARSOM ,LFLY0058 LFLL ,"COM/CALLSIGN ROGUE DAT/CPDLCX DOF/240321 EET/LFBB0016 LFMM0040 IFP/MODESASP NAV/SBAS OPR/OYO ORGN/EKBICPUF REG/FHICM RMK/IFPSRA STS/MEDEVAC)
",NANT,False,1602.0,39A04C,C510
12310,F,1624,LFRS,LFLY,OYO10    ,Z,C510   ,Z  ,FHICM    ,,240321,AA57090984,,,,,,,39A04C,,nan,nan,nan,nan,nan,nan,nan,nan,BORD,False,1602.0,39A04C,C510
12312,F,1712,LFML,LFLY,OYO3     ,Z,P180   ,Z  ,FHSIT    ,,240321,AA57041856,,,,,,,39C913,,OYO3,IX ,P180/L,SBDFGJ1LORWY/SB1 ,LFML1610 ,N0359F240 MTL ,LFLY0030 LFLL ,"CODE/39C913 COM/CALLSIGN ROGUE DOF/240321 IFP/MODESASP OPR/OYO ORGN/EKBICPUF REG/FHSIT RMK/IFPSRA STS/MEDEVAC)
",MARS,False,1648.0,39C913,P180
12313,F,1045,LFRN,LFRT,OYO9     ,Z,C510   ,Z  ,FHKIL    ,,240321,AA57097606,,,,,,,39A90B,,OYO9,IX ,C510/L,SDFGRWYZ/SB1 ,LFRN1045 ,N0292F100 LABUL DCT ,LFRT0017 LFRD LFRN ,"COM/CALLSIGN ROGUE DAT/CPDLCX DOF/240321 IFP/MODESASP NAV/SBAS OPR/OYO ORGN/EKBICPUF REG/FHKIL RMK/IFPSRA STS/MEDEVAC)
",RENN,False,1345.0,39A90B,C510
