Sequence number,Code,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Flight identification,Main Exemption code,Type of aircraft,Operator,Aircraft Registration,Comment1,Flight date,IFPLID,Planned_aerodrome,Charging_zone_overflow,Entry_point,Exit_point,Sup_exemption_code,Source of the Aircraft Address,24-bit Aircraft Address,Comment2,case7,case8,case9,case10,case13,case15,case16,case18,ccrArrival,front_alg_fr,premier_plot_fr,modes_fr,Type_Avion_Survol
4390,F,1810,LFLL,GMMN,MAC342M  ,Z,A320   ,Z  ,CNNMR    ,,240320,AA57069000,,,,,,,020177,,MAC342M,IS ,A320/M,SDFGHIJ1RWY/LB1V1 ,LFLL1755 ,N0437F390 REPSI DCT LERGA DCT MINSO DCT NARAK DCT AGN DCT MAQAB DCT TIVLI DCT XOMBO DCT ELSAP DCT ZAR DCT EXEMU DCT PISUS DCT EDIMU DCT ADUXO DCT NUSGO DCT OBIBO DCT NASOS DCT ANZAN DCT BLN DCT MGA DCT PIMOS DCT GALTO UB11 TUSOR ,GMMN0231 GMME ,"CODE/020177 COM/CPDLC DAT/VM DOF/240320 EET/LFFF0007 LECM0048 GMMM0158 OPR/MAC ORGN/EDDFABYX PER/C REG/CNNMR RMK/ACASII EQUIPPED TCAS. OCC CONTACT +2
",LYON,,nan,nan,
4392,F,1808,LFLL,GMFF,MAC344N  ,Z,A320   ,Z  ,CNNMH    ,,240320,AA57069505,,,,,,,02010D,,MAC344N,IS ,A320/M,SDE1FGIJ1RWYZ/LB1V1 ,LFLL1805 ,N0432F390 ROMAM UY23 MTL UT161 DIVKO UN975 BCN UM985 VLC UN860 BERUM UG850 FES DCT ,GMFF0220 GMME ,"CODE/02010D COM/CPDLC DAT/VM DOF/240320 EET/LFFF0007 LECB0035 LECM0130 GMMM0154 OPR/MAC ORGN/EDDFABYX PER/C REG/CNNMH RMK/ACASII EQUIPPED TCAS. OCC CONTACT +212522536518 RVR/200 SEL/LPEJ)
",LYON,,nan,nan,
4403,F,800,LFBG,LFSI,MANG25   ,Z,PC21   ,Z  ,FAFNP    ,,240320,         ,,,,,,,3B75F7,,MANG25,IM ,PC21/M,S/C ,LFBG0715 ,M080F245 GAT MET04 MET02 CHP01 OAT ,LFSI0115 ,"OPR/FAF NPL01BG)
",PARI,False,911.0,3B75F7,PC21
4404,F,800,LFBG,LFSI,MANG26   ,Z,PC21   ,Z  ,FAFNP    ,,240320,         ,,,,,,,3B75F3,,MANG26,IM ,PC21/M,S/C ,LFBG0715 ,M080F245 GAT MET04 MET02 CHP01 OAT ,LFSI0115 ,"OPR/FAF NPL02BG)
",PARI,False,913.0,3B75F3,PC21
4405,F,801,LFBG,LFSI,MANG27   ,Z,PC21   ,Z  ,FAFNP    ,,240320,         ,,,,,,,3B75EF,,MANG27,IM ,PC21/M,S/C ,LFBG0715 ,M080F245 GAT MET04 MET02 CHP01 OAT ,LFSI0115 ,"OPR/FAF NPL03BG)
",PARI,False,914.0,3B75EF,PC21
4407,F,1538,LFPG,FIMP,MAU15    ,Z,A359   ,Z  ,3BNCE    ,,240320,AA57064944,,,,,,,060040,,MAU15,IS ,A359/H,SDE3FGHIJ3J4J5M1RWY/LB1D1 ,LFPG1520 ,"N0483F350 RANUX UN858 LIMGO DCT BITBU DCT NOSPA DCT ULNOK L607 ABUKA DCT TEDGO L607 UTABA M738 BATUB DCT TIRUL M738 NATAG DCT LORLO DCT ADOSA DCT NOSTO UL612 TRL UL604 SALUN N705 MMA L613 KIVIL N710 TAKRI P751 LXR/N0492F370 M999 JDW G650 RASKA/N0493F380 G650 ULONI/N0496F370 UV790 SB DCT DEKRA/N0493F380 DCT DTI/N0495F370 UR775 APKIX UR775 ALNAB UR775 SOLUL UR775 MOGDU UN304 NIBAK/N0493F
",nan,nan,CDG,False,2304.0,06002F,A359
4420,F,1425,LFPB,EHAM,MCK309   ,Z,C25A   ,Z  ,DIBRN    ,,240320,AA57073537,,,,,,,3E1BB3,,MCK309,IN ,C25A/L,SBDFGIRWY/LB1 ,LFPB1430 ,N0415F300 NURMO UN874 VEKIN UN873 ADUTO N873 FERDI Y18 DENUT ,EHAM0041 EHRD ,"DOF/240320 EET/EBUR0019 EHAA0026 IFP/MODESASP OPR/MCK ORGN/EKODFFLX REG/DIBRN RMK/OPS PHONE 0041782523454 ASLEHAM2003247783 RVR/550)
",CDG,False,1826.0,3E1BB3,C25A
4425,F,1302,LFPG,OLBA,MEA212   ,Z,A332   ,Z  ,ODMEC    ,,240320,AA57051820,,,,,,,748021,,MEA212,IS ,A332/H,SDE1E2E3FGHIJ2J4J5LOP2RVWY/LB1D1 ,LFPG1240 ,N0436F280 BUBLI UG42 LUVAL/N0460F390 DCT BEGAR DCT ELMUR DCT RESIA DCT PEVAL DCT NISVA DCT RODIP UN131 BELGI UT38 VESAR L620 BALMA BALM2N ,OLBA0351 OJAI LCLK ,"CODE/748021 DOF/240320 EET/EDUU0034 LSAS0037 LIMM0050 LDZO0107 LQSB0122 LYBA0142 LBSR0202 LGGG0216 LBSR0216 LGGG0217 LTBB0226 LTAA0253 LCCC0322 OLBB0334 OPR/MEA ORGN/OLBAMEAW PER/C REG/ODMEC RMK/PAX FLIGHT SEL/HSBK SUR/RS
",CDG,False,1255.0,748021,A332
4426,F,1400,LFBD,LFBB,MEDOC01  ,Z,FA8X   ,Z  ,FWWZQ    ,,240320,         ,,,,,,,      ,,MEDOC01,IX ,FA8X/M,SBDFGHIM1RWXY/H ,LFBD1400 ,N0430F140 ROYX OAT ,LFBB0100 LFBH LFBZ ,"STS/FLTCK PBN/A1B1C1D1O1S2T1 DOF/240320 REG/FWWZQ OPR/DAB RMK/OAT TRAVAIL EN CER BORDEAUX ESSAIS FLIGHT MIXED GAT OAT VOL SUP FALCON 8X SN510 DEST LFBD)
",MERI,,nan,nan,
4427,F,1500,LFBB,LFBD,MEDOC01  ,Z,FA8X   ,Z  ,FWWZQ    ,,240320,         ,,,,,,,      ,,MEDOC01,IX ,FA8X/M,SBDFGHIM1RWXY/H ,LFBB1500 ,N0430F130 ROYX ,LFBD0015 LFBH LFBZ ,"STS/FLTCK PBN/A1B1C1D1O1S2T1 DOF/240320 REG/FWWZQ OPR/DAB RMK/FLIGHT MIXED OAT GAT VOL SUP FALCON 8X SN510 DEP LFBD)
",MERI,,nan,nan,
4429,F,1329,LFSI,LFMY,MENG25   ,Z,PC21   ,Z  ,         ,,240320,         ,,,,,,,3B75F7,,nan,nan,nan,nan,nan,nan,nan,nan,PARI,,nan,nan,
4430,F,1356,LFSI,LFMY,MENG26   ,Z,PC21   ,Z  ,         ,,240320,         ,,,,,,,3B75F3,,nan,nan,nan,nan,nan,nan,nan,nan,PARI,,nan,nan,
4431,F,1400,LFSI,LFMY,MENG27   ,Z,PC21   ,Z  ,         ,,240320,         ,,,,,,,3B75EF,,nan,nan,nan,nan,nan,nan,nan,nan,PARI,,nan,nan,
4432,F,621,LFSG,LFLY,MGCAP    ,Z,P180   ,Z  ,MGCAP    ,,240320,AA57049537,,,,,,,43EA44,,MGCAP,IG ,P180/L,SBDFGIRWY/SB1 ,LFSG0600 ,N0341F180 EPL G21 RLP/N0346F190 G21 MOU ,LFLY0045 LFLL ,"DOF/240320 EET/LFFF0019 LFMM0030 IFP/MODESASP ORGN/EKODFFLX REG/MGCAP RMK/PIC TEL 0033663092143)
",STBG,,nan,nan,
4433,F,748,LFLY,LFMK,MGCAP    ,Z,P180   ,Z  ,MGCAP    ,,240320,AA57049569,,,,,,,43EA44,,MGCAP,IG ,P180/L,SBDFGIRWY/SB1 ,LFLY0710 ,N0387F280 REPSI DCT LERGA DCT MINSO DCT NARAK DCT GAI ,LFMK0049 LFBO ,"DOF/240320 EET/LFFF0007 LFBB0036 IFP/MODESASP ORGN/EKODFFLX REG/MGCAP RMK/PIC TEL 0033663092143)
",LYON,,nan,nan,
4434,F,927,LFMK,LEAB,MGCAP    ,Z,P180   ,Z  ,MGCAP    ,,240320,AA57049604,,,,,,,43EA44,,MGCAP,IG ,P180/L,SBDFGIRWY/SB1 ,LFMK0900 ,N0370F340 ORBIL G36 PPG DCT KANIG UN855 BGR UN975 BCN UM985 ASTRO ,LEAB0116 LEVC ,"DOF/240320 EET/LFMM0003 LFFF0008 LECB0015 LECM0109 ORGN/EKODFFLX REG/MGCAP RMK/PIC TEL 0033663092143)
",TOUL,,nan,nan,
4436,F,1640,LFMK,LFLY,MGCAP    ,Z,P180   ,Z  ,MGCAP    ,,240320,AA57049630,,,,,,,43EA44,,MGCAP,IG ,P180/L,SBDFGIRWY/SB1 ,LFMK1615 ,N0308F110 ORBIL DCT KELAM/N0346F190 J27 AFRIC/N0341F180 J27 MEN G53 MEZIN ,LFLY0044 LFLL ,"DOF/240320 EET/LFMM0003 IFP/MODESASP ORGN/EKODFFLX REG/MGCAP RMK/PIC TEL 0033663092143)
",TOUL,,nan,nan,
4437,F,1820,LFLY,LFSG,MGCAP    ,Z,P180   ,Z  ,MGCAP    ,,240320,AA57049647,,,,,,,43EA44,,MGCAP,IG ,P180/L,SBDFGIRWY/SB1 ,LFLY1730 ,N0341F180 ALURA A6 DJL B37 KASON G21 EPL ,LFSG0037 LFST ,"DOF/240320 EET/LFEE0011 IFP/MODESASP ORGN/EKODFFLX REG/MGCAP RMK/PIC TEL 0033663092143)
",LYON,,nan,nan,
4438,F,1022,LFBT,LRBS,MGH3001  ,Z,B738   ,Z  ,TCMGL    ,,240320,AA57049245,,,,,,,4BB4EC,,MGH3001,IN ,B738/M,SDFGHIJ1J2RWY/SB1 ,LFBT1000 ,N0427F380 USAKU DCT TOU DCT GAI DCT MEN DCT NINUN UN871 LATAM UL55 EMMEF/N0415F380 DCT LAPRI DCT MOGBO DCT EVANO DCT NOBMI DCT ROKIB DCT RISOM DCT KUBUD/N0415F360 DCT VALLU DCT MIRSO DCT DIMLO DCT SOGMO DCT EBORO DCT MOPUG DCT LAMIT DCT ABRUT ABRUT5G ,LRBS0308 LROP ,"DOF/240320 EET/LFMM0026 LIMM0049 LJLA0131 LHCC0152 LRBB0219 IFP/MODESASP OPR/MGA ORGN/EKBICPUF REG/TCMGL RMK/MGA OCC CONTACT 00
",PYRN,,nan,nan,
4439,F,1501,LFPB,LFMN,MHERI    ,Z,GLF5   ,Z  ,MHERI    ,,240320,AA57074268,,,,,,,424B5E,,MHERI,IG ,GLF5/M,SBDE2E3FGHIJ4J5RWXYZ/LB1D1 ,LFPB1440 ,N0466F410 LATRA DCT LAMUT DCT UTUVA DCT LERGA DCT LIQID UY30 LATAM/N0480F330 UY22 NISAR ,LFMN0124 LFML ,"CODE/424B5E DAT/CPDLCX DOF/240320 EET/LFMM0055 IFP/MODESASP NAV/B4 OPR/AVCON JET LTD ORGN/KDCAXAAM PER/C REG/MHERI RMK/LFPB HDLG JETEX ASLLFMNA000021242 DSP DEU PHONE 004315054747500 RVR/300 SEL/RSLQ SUR/260B CANMANDATE)
",CDG,,nan,nan,
4441,F,926,LFTW,LFLU,MILAN73  ,P,DH8D   ,888,FZBMC    ,,240320,AA57066932,,,,,,,3B7B86,,MILAN73,IG ,DH8D/M,DFGHRY/S ,LFTW0930 ,N0272F070 MTL ,LFLU0017 LFTW ,"DOF/240320 IFP/MODESASP OPR/SECURITE CIVILE ORGN/EKODFFLX REG/FZBMC RMK/PIC TEL 33674295104 STS/STATE)
",MARS,,nan,nan,
4442,F,907,LFTW,LFCR,MILAN75  ,P,DH8D   ,888,FZBMH    ,,240320,AA57066192,,,,,,,3B7B63,,MILAN75,IG ,DH8D/M,SBDFGHM1RY/SB1 ,LFTW0900 ,N0277F080 MEN ,LFCR0025 LFBO ,"DOF/240320 EET/LFBB0019 IFP/MODESASP OPR/SECURITE CIVILE ORGN/EKODFFLX REG/FZBMH RMK/PIC TEL 0620470166 STS/STATE)
",MONT,,nan,nan,
4443,F,1045,LFCR,LFTW,MILAN75  ,P,DH8D   ,888,FZBMH    ,,240320,AA57066389,,,,,,,3B7B63,,MILAN75,IG ,DH8D/M,SBDFGHM1RY/SB1 ,LFCR1030 ,N0344F130 BASLI J27 AFRIC G393 FJR ,LFTW0025 LFMT ,"DOF/240320 EET/LFMM0004 IFP/MODESASP OPR/SECURITE CIVILE ORGN/EKODFFLX REG/FZBMH RMK/PIC TEL 0620470166 STS/STATE)
",LYON,,nan,nan,
4444,F,833,LFTW,LFML,MILAN79  ,P,DH8D   ,888,FZBML    ,,240320,AA57065929,,,,,,,3B7B3A,,MILAN79,IG ,DH8D/M,SBDFGHM1RY/SB1 ,LFTW0810 ,N0264A050 FJR ,LFML0019 ,"DOF/240320 IFP/MODESASP OPR/SECURITE CIVILE ORGN/EKODFFLX REG/FZBML RMK/PIC TEL 0662833730 STS/STATE)
",MONT,,nan,nan,
4445,F,1007,LFTW,LFTW,MILAN79  ,P,DH8D   ,888,         ,,240320,         ,,,,,,,3B7B3A,,nan,nan,nan,nan,nan,nan,nan,nan,MONT,,nan,nan,
4446,F,1448,LFTW,LFPB,MILAN7D  ,P,DH8D   ,888,FZBMI    ,,240320,AA57052517,,,,,,,3B7B3F,,MILAN7D,IM ,DH8D/M,SBDFGHRY/H ,LFTW1445 ,N0349F250 MTL UN854 LOGNI DCT MOKIP DCT ARFOZ UN854 DJL ,LFPB0106 LFPV LFPO ,"DOF/240320 EET/LFEE0031 LFFF0044 IFP/MODESASP OPR/SECURITE CIVILE ORGN/KAUSZXBT REG/FZBMI RMK/CREW CONTACT 0033626420411 FILED BY 00441273782130 IFPS REROUTE ACCEPTED STS/STATE TALT/LFMT)
",MONT,False,1049.0,3B7B3F,DH8D
4448,F,846,LFRE,LFQM,MMEVA    ,Z,C560   ,Z  ,MMEVA    ,,240320,AA57046092,,,,,,,43EAD1,,MMEVA,IG ,C560/M,SBDFGRWY/LB1 ,LFRE0830 ,N0318F190 NTS H34 KOVAK H20 DOMOD A3 MOTAL R11 BALMU A6 DJL ,LFQM0113 LFGJ ,"DOF/240320 EET/LFFF0018 LFEE0058 IFP/MODESASP OPR/OCEAN JET CLUB ORGN/KAUSZXBT PER/B REG/MMEVA RMK/CREW CONTACT 0033786368337 FILED BY 00441273782130)
",NANT,,nan,nan,
4449,F,926,LFRE,LFQM,MMEVA    ,Z,C560   ,Z  ,MMEVA    ,,240320,AA57046092,,,,,,,4CA645,,nan,nan,nan,nan,nan,nan,nan,nan,BALE,,nan,nan,
4450,F,1450,LFQM,LFRE,MMEVA    ,Z,C560   ,Z  ,MMEVA    ,,240320,AA57048717,,,,,,,43EAD1,,MMEVA,IG ,C560/M,SBDFGRWY/LB1 ,LFQM1420 ,N0308F190 DJL A1 LUREN/N0420F370 A1 BRY UM729 RESMI UN491 LGL UT176 ROLEN/N0420F320 UT176 PEPON/N0420F190 A532 RODSA V30 RIMON ,LFRE0118 LFRZ ,"DOF/240320 EET/LFFF0014 LFRR0054 IFP/MODESASP OPR/OCEAN JET CLUB ORGN/KAUSZXBT PER/B REG/MMEVA RMK/CREW CONTACT 0033786368337 FILED BY 00441273782130)
",BALE,,nan,nan,
4453,F,1416,LFLP,EGTR,MSAXY    ,Z,PC12   ,Z  ,MSAXY    ,,240320,AA57073471,,,,,,,43E726,,MSAXY,IG ,PC12/L,SGRY/HB1 ,LFLP1415 ,N0263F240 DANBO A2 BUSIL DCT AMORO DCT MOMIL DCT BAGBI DCT SIZZA UM733 KOPOR UY376 VESAN UL613 SOVAT L613 SANDY UN601 DET N57 LAM ,EGTR0153 EGHI ,"DOF/240320 EET/LFFF0025 EGTT0131 ORGN/KAUSZXBT REG/MSAXY RMK/CREW CONTACT 00447790770062 FILED BY 00441273782130)
",LYON,False,734.0,43E726,PC12
4461,F,1410,LFPG,HECA,MSR800   ,Z,B789   ,Z  ,SUGFY    ,,240320,AA57071004,,,,,,,01025D,,MSR800,IS ,B789/H,SDE1E2E3FGHIJ1J2J3J4J5M1P2RWXYZ/LB1D1 ,LFPG1350 ,N0477F370 OKASI DCT OKEKO DCT MOU DCT MADIV DCT MOKIP DCT TUFTA DCT GVA DCT ORSUD DCT BIBAN DCT LATAN DCT TRL UL612 KUMBI L612 BLT A16 CVO DCT ,HECA0342 HESH ,"CODE/01025D DOF/240320 EET/LSAS0037 LFFF0038 LSAS0042 LIMM0044 LIRR0112 LIBB0120 LGGG0201 HECC0307 NAV/RNP2 OPR/EGYPTAIR ORGN/EDDFMSRX PER/D REG/SUGFY RMK/TCAS SEL/FHBR SUR/CANMANDATE RSP180 260B)
",CDG,False,1451.0,010244,A21N
4465,F,806,LFSO,LFBG,MTRO45   ,Z,PC21   ,Z  ,FAFNP    ,,240320,         ,,,,,,,      ,,MTRO45,IM ,PC21/M,S/C ,LFSO0806 ,M080F235 GAT CHP01 MET02 MGO03 OAT ,LFBG0120 ,"OPR/FAF NPL04SO)
",PARI,False,803.0,3B7530,
4468,F,1622,LFTH,EGGW,MWAFA    ,Z,FA8X   ,Z  ,MWAFA    ,,240320,AA57062020,,,,,,,424B58,,MWAFA,IG ,FA8X/M,SBDE2E3FGHIJ1J3J4J7P2RWXYZ/LB1D1 ,LFTH1600 ,N0478F400 JULEE J685 MRM UM976 MOPEM DCT CACHI DCT AVLON UM976 KOPOR UM733 UNDUG ,EGGW0144 EGSS ,"CODE/424B58 COM/CPLDC DAT/1FANSER2PDC DOF/240320 EET/LFFF0005 EGTT0110 NAV/RNVD1E2A1 OPR/JCO ORGN/EKODFFLX REG/MWAFA RVR/300 SEL/DJEG SUR/260B RSP180)
",MARS,False,2257.0,424B58,FA8X
4469,F,1032,LFMV,LFLS,N1149G   ,Z,M20T   ,Z  ,PRIVA    ,,240320,AA57069046,,,,,,,A03EA9,,N1149G,IG ,M20T/L,SBDGRY/EB1 ,LFMV1015 ,N0160F120 MTL ,LFLS0041 ,"CODE/A03EA9 DOF/240320 IFP/MODESASP OPR/PRIVATE ORGN/EKODFFLX RMK/PIC TEL 33676083148 SUR/260B)
",MARS,False,1342.0,A03EA9,M20T
4470,F,1115,LFLS,LFLP,N1149G   ,Z,M20T   ,Z  ,PRIVA    ,,240320,AA57069239,,,,,,,      ,,N1149G,IG ,M20T/L,SBDGRY/EB1 ,LFLS1115 ,N0160F070 PIRUV ,LFLP0020 ,"CODE/A03EA9 DOF/240320 IFP/MODESASP OPR/PRIVATE ORGN/EKODFFLX RMK/PIC TEL 33676083148 SUR/260B)
",LYON,False,1342.0,A03EA9,M20T
4471,F,1347,LFLP,LFLY,N1149G   ,Z,M20T   ,Z  ,PRIVA    ,,240320,AA57068535,,,,,,,A03EA9,,N1149G,IG ,M20T/L,SBDGRY/EB1 ,LFLP1330 ,N0160F080 LTP ,LFLY0027 ,"CODE/A03EA9 DOF/240320 IFP/MODESASP OPR/PRIVATE ORGN/EKODFFLX RMK/PIC TEL 0677022976 SUR/260B)
",LYON,False,1342.0,A03EA9,M20T
4472,F,1416,LFLY,LFMV,N1149G   ,Z,M20T   ,Z  ,PRIVA    ,,240320,AA57068596,,,,,,,A03EA9,,N1149G,IG ,M20T/L,SBDGRY/EB1 ,LFLY1415 ,N0160F090 ROMAM A6 MTL ,LFMV0049 ,"CODE/A03EA9 DOF/240320 IFP/MODESASP OPR/PRIVATE ORGN/EKODFFLX RMK/PIC TEL 0677022976 SUR/260B)
",LYON,False,1342.0,A03EA9,M20T
4473,F,1509,LFMV,LFMV,N1149G   ,Z,M20T   ,Z  ,         ,,240320,         ,,,,,,,      ,,nan,nan,nan,nan,nan,nan,nan,nan,MARS,False,1342.0,A03EA9,M20T
4475,F,1225,LFLP,LFLP,N129SR   ,Z,SR22   ,Z  ,         ,,240320,AA57069178,,,,,,,A076C1,,N129SR,IG ,SR22/L,SBDFGY/S ,LFLP1230 ,N0150F070 PIRUV ,LFLP0030 LFLB ,"DOF/240320 IFP/MODESASP ORGN/LSZHZPZX RMK/CREW CONTACT 0041796441393)
",LYON,,nan,nan,
4480,F,1624,LFLH,LFLL,N170SG   ,Z,SR22   ,Z  ,         ,,240320,AA57067463,,,,,,,A11AC4,,N170SG,ZG ,SR22/L,SBDGRY/CB2 ,LFLH1600 ,N0171F090 MOU/N0171F090 IFR ,LFLL0055 LFLY ,"DOF/240320 EET/LFFF0002 LFMM0022 ORGN/EKODFFLX RMK/PIC TEL 0609877873)
",LYON,False,707.0,A11AC4,SR22
4481,F,803,LFOZ,LFRG,N180FB   ,Z,P180   ,Z  ,N180F    ,,240320,AA57053029,,,,,,,A1412B,,N180FB,IG ,P180/L,SBDFGRWY/E ,LFOZ0730 ,N0360F190 DCT MOTAL A3 DOMOD H20 LGL ,LFRG0035 LFOH ,"DOF/240320 IFP/MODESASP ORGN/KBLIHAEX REG/N180FB)
",SEIN,False,1223.0,A1412B,P180
4483,F,658,LFSN,LELL,N209PB   ,Z,PC12   ,Z  ,N209PB   ,,240320,AA57051599,,,,,,,A1B4B9,,N209PB,YG ,PC12/L,SBGRY/S ,LFSN0630 ,N0255F190 EPL G21 MOU A27 CFA V12 GAI B31 BERGA VFR ,LELL0203 LEGE ,"DOF/240320 EET/LFFF0031 LFMM0046 LFBB0101 LECB0151 ORGN/KAUSZXBT REG/N209PB RMK/CREW CONTACT 0033687828757 FILED BY 00441273782130)
",STBG,,nan,nan,
4486,F,2036,LFSN,LFPB,N209PB   ,Z,PC12   ,Z  ,N209PB   ,,240320,AA57069920,,,,,,,A1B4B9,,N209PB,IG ,PC12/L,SBGRY/S ,LFSN1845 ,N0255F190 EPL R11 RLP ,LFPB0051 LFPT ,"DOF/240320 EET/LFFF0022 IFP/MODESASP ORGN/KAUSZXBT REG/N209PB RMK/CREW CONTACT 0033687828757 FILED BY 00441273782130 HDLG  ADVANCEDAIRSUPPORT IFPS REROUTE ACCEPTED)
",STBG,,nan,nan,
4488,F,1400,LFQC,LFJL,N23FL    ,Z,M20T   ,Z  ,ACLOR    ,,240320,AA57070457,,,,,,,A206AF,,N23FL,IG ,M20T/L,SBDFGRYZ/E ,LFQC1400 ,N0155F070 MONCE ,LFJL0026 LFST ,"CODE/A206AF DOF/240320 IFP/MODESASP NAV/SBAS OPR/AC LORRAINE ORGN/KSTPXAAP RMK/CREW CONTACT +33620144918 IR TRAINING FILED VIA AUTOROUTER.AERO)
",STBG,,nan,nan,
4489,F,845,LFST,LFBO,N248RF   ,Z,C25A   ,Z  ,N248RF   ,,240320,AA57052346,,,,,,,A24F34,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,
4490,F,1711,LFBO,LFST,N248RF   ,Z,C25A   ,Z  ,N248RF   ,,240320,AA57076753,,,,,,,A24F34,,N248RF,IG ,C25A/L,DFGHILORVWXY/H ,LFBO1655 ,N0405F340 MEN DCT NINUN UN871 OMASI/N0397F280 DCT KINNI DCT GILIR DCT PENDU DCT LUL ,LFST0112 EDSB ,"DOF/240320 EET/LFMM0016 LSAS0042 LFMM0043 LSAS0043 LFEE0046 IFP/MODESASP OPR/STAFF AIR SERVICE ORGN/FKBFSCR PER/B REG/N248RF)
",TOUL,,nan,nan,
4492,F,720,LFSL,LFCS,N278PB   ,Z,P210   ,Z  ,         ,,240320,AA57065172,,,,,,,A2C57B,,N278PB,IG ,P210/L,SBFGY/SU1 ,LFSL0720 ,N0155F060 PERIG DCT LERGI DCT SAU ,LFCS0039 ,"DOF/240320 ORGN/EKODFFLX RMK/PIC TEL 0611516834)
",BORD,False,1612.0,A2C57B,P210
4493,F,1325,LFCS,LFBO,N278PB   ,Z,P210   ,Z  ,         ,,240320,AA57071432,,,,,,,A2C57B,,N278PB,IG ,P210/L,SBFGY/SU1 ,LFCS1230 ,N0155F090 SAU A25 AGN ,LFBO0044 ,"DOF/240320 IFP/MODESASP ORGN/EKODFFLX RMK/PIC TEL 0611516834)
",MERI,False,1612.0,A2C57B,P210
4496,F,921,LFMA,LFCI,N28FX    ,Z,BE58   ,Z  ,N28FX    ,,240320,AA57066300,,,,,,,A2CC35,,N28FX,IG ,BE58/L,SBGRY/S ,LFMA0830 ,N0185F100 LACAZ G701 MTG Y25 FJR DCT AFRIC ,LFCI0057 LFMT ,"DOF/240320 EET/LFBB0048 IFP/MODESASP ORGN/KAUSZXBT REG/N28FX RMK/CREW CONTACT 0033678956423 FILED BY 00441273782130)
",MARS,,nan,nan,
4497,F,1059,LFCI,LFMA,N28FX    ,Z,BE58   ,Z  ,N28FX    ,,240320,AA57066239,,,,,,,A2CC35,,N28FX,IG ,BE58/L,SBGRY/S ,LFCI1000 ,N0185F090 AFRIC G393 FJR Y25 MTG G701 LACAZ ,LFMA0054 LFML ,"DOF/240320 EET/LFMM0013 IFP/MODESASP ORGN/KAUSZXBT REG/N28FX RMK/CREW CONTACT 0033678956423 FILED BY 00441273782130)
",TOUL,,nan,nan,
4499,F,813,LFRZ,EGSS,N300LV   ,Z,CL30   ,Z  ,N300L    ,,240320,AA57056631,,,,,,,A32060,,N300LV,IG ,CL30/M,SABDE2E3FGHJ4J5J7P2RWXYZ/LB2D1G1 ,LFRZ0800 ,N0298F190 RIMON V30 RODSA DCT ENOKI/N0470F270 T501 RINSO UM184 DIKRO UM185 LUGIS/N0317F230 M185 TELTU ,EGSS0056 EGKK ,"CODE/A32060 COM/16517965231 DAT/CPDLCX 1FANSP2PDC DOF/240320 EET/LFFF0010 EGTT0028 NAV/SBAS OPR/LVR MGMT LLC ORGN/KHOUCCXH PER/C REG/N300LV SEL/GJPQ SUR/RCP240 RSP180)
",NANT,,nan,nan,
4500,F,1300,LFLG,LFMH,N310JF   ,Z,SR22   ,Z  ,         ,,240320,AA57072318,,,,,,,      ,,N310JF,ZG ,SR22/L,SDGRY/C ,LFLG1300 ,N0160VFR LTP/N0160F080 IFR DCT LSE ,LFMH0040 LFLS ,"DOF/240320 EET/LTP0015 ORGN/LFYNZPZX RMK/IFPSRA)
",LYON,,nan,nan,
4501,F,1400,LFMH,LFLS,N310JF   ,Z,SR22   ,Z  ,         ,,240320,AA57072323,,,,,,,      ,,N310JF,IG ,SR22/L,SDGRY/S ,LFMH1400 ,N0160F070 MURRO DCT ROLIR ,LFLS0030 LFLU ,"DOF/240320 IFP/MODESASP ORGN/LFYNZPZX RMK/IFPSRA)
",LYON,,nan,nan,
4502,F,1724,LFPN,LFPT,N314DF   ,Z,PA34   ,Z  ,         ,,240320,AA57076745,,,,,,,A355FE,,N314DF,IG ,PA34/L,SBDFGRY/S ,LFPN1715 ,N0155A020 DCT ,LFPT0009 ,"DOF/240320 IFP/MODESASP ORGN/EKODFFLX RMK/POGO PIC TEL 33678904802)
",ORL,,nan,nan,
4503,F,1510,LFLD,LFMD,N32CK    ,Z,P46T   ,Z  ,         ,,240320,AA57072435,,,,,,,A36C33,,N32CK,IG ,P46T/L,SBDGRY/LB2 ,LFLD1500 ,N0270F270 RISUN DCT ADEKA DCT LERGA DCT LIQID UY30 XATEL ,LFMD0117 LFMN ,"DOF/240320 EET/LFBB0002 LFFF0014 LFMM0104 IFP/MODESASP ORGN/EKODFFLX RMK/PIC TEL 0033677775176)
",BORD,False,1723.0,A36C33,P46T
4504,F,1335,LFPB,LFPN,N342CP   ,Z,SR22   ,Z  ,         ,,240320,AA57048241,,,,,,,      ,,N342CP,IG ,SR22/L,SBDFGIRY/S ,LFPB1330 ,N0170A020 DCT ,LFPN0007 ,"DOF/240320 IFP/MODESASP ORGN/EKODFFLX RMK/POGO PIC TEL 33685414738)
",CDG,,nan,nan,
4505,F,1424,LFPN,LFOZ,N342CP   ,Z,SR22   ,Z  ,         ,,240320,AA57048327,,,,,,,A3C4FC,,N342CP,IG ,SR22/L,SBDFGIRY/S ,LFPN1400 ,N0178F070 OLZOM J18 MOTAL ,LFOZ0035 ,"DOF/240320 IFP/MODESASP ORGN/EKODFFLX RMK/PIC TEL 33685414738)
",ORL,,nan,nan,
